Interference and Diffraction Data File Fri, Mar 15, 2024 3:08 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.00206	-0.00808
0.00206	-0.00582
0.00211	-0.00969
0.00211	-0.01065
0.00217	-0.00663
0.00217	-0.00711
0.00217	-0.00937
0.00222	-0.00985
0.00222	-0.00792
0.00228	-0.00824
0.00228	-0.01081
0.00228	-0.00888
0.00233	-0.01017
0.00233	-0.00647
0.00233	-0.01162
0.00239	-0.01114
0.00239	-0.00631
0.00239	-0.00985
0.00244	-0.01065
0.00244	-0.00888
0.00250	-0.01194
0.00250	-0.00775
0.00250	-0.00904
0.00256	-0.00486
0.00256	-0.01210
0.00256	-0.01081
0.00261	-0.00937
0.00261	-0.00872
0.00267	-0.00824
0.00267	-0.01387
0.00272	-0.01275
0.00272	-0.01001
0.00272	-0.00727
0.00278	-0.00856
0.00278	-0.01081
0.00283	-0.00647
0.00283	-0.00631
0.00283	-0.00985
0.00289	-0.00792
0.00289	-0.01291
0.00294	-0.01259
0.00294	-0.00824
0.00294	-0.00969
0.00300	-0.00904
0.00300	-0.00566
0.00306	-0.00695
0.00306	-0.00953
0.00306	-0.01098
0.00311	-0.01355
0.00311	-0.01178
0.00317	-0.01259
0.00317	-0.01243
0.00317	-0.00969
0.00322	-0.01098
0.00322	-0.01001
0.00322	-0.00824
0.00328	-0.00775
0.00328	-0.01323
0.00333	-0.01371
0.00333	-0.00824
0.00333	-0.01114
0.00339	-0.01162
0.00339	-0.00421
0.00339	-0.01001
0.00344	-0.01081
0.00344	-0.00727
0.00344	-0.00937
0.00350	-0.01146
0.00350	-0.00904
0.00356	-0.00824
0.00356	-0.00888
0.00361	-0.01758
0.00361	-0.00759
0.00361	-0.00904
0.00367	-0.00888
0.00367	-0.00872
0.00372	-0.01275
0.00372	-0.01130
0.00372	-0.00775
0.00378	-0.01291
0.00378	-0.01226
0.00383	-0.01146
0.00383	-0.00969
0.00383	-0.01098
0.00389	-0.01001
0.00389	-0.01404
0.00394	-0.01484
0.00394	-0.00840
0.00394	-0.00953
0.00400	-0.00856
0.00400	-0.01130
0.00406	-0.00759
0.00406	-0.00920
0.00406	-0.01065
0.00411	-0.01065
0.00411	-0.01130
0.00411	-0.01194
0.00417	-0.00937
0.00417	-0.01098
0.00417	-0.00759
0.00422	-0.00679
0.00422	-0.01387
0.00428	-0.01146
0.00428	-0.01194
0.00428	-0.00840
0.00433	-0.01065
0.00433	-0.01081
0.00439	-0.01033
0.00439	-0.00856
0.00439	-0.00727
0.00444	-0.01033
0.00444	-0.00953
0.00450	-0.01130
0.00450	-0.00808
0.00456	-0.01114
0.00456	-0.01307
0.00456	-0.00888
0.00461	-0.00920
0.00461	-0.00808
0.00467	-0.01098
0.00467	-0.00937
0.00467	-0.00775
0.00472	-0.01178
0.00472	-0.01162
0.00478	-0.00711
0.00478	-0.00888
0.00478	-0.01001
0.00483	-0.01017
0.00483	-0.01452
0.00489	-0.00953
0.00489	-0.00840
0.00489	-0.01098
0.00494	-0.01259
0.00494	-0.00792
0.00494	-0.00775
0.00500	-0.00888
0.00500	-0.00920
0.00506	-0.01001
0.00506	-0.01210
0.00506	-0.01387
0.00511	-0.00872
0.00511	-0.00792
0.00511	-0.00695
0.00517	-0.00985
0.00517	-0.00743
0.00522	-0.01194
0.00522	-0.00872
0.00522	-0.01049
0.00528	-0.00808
0.00528	-0.00953
0.00533	-0.00856
0.00533	-0.00614
0.00533	-0.00888
0.00539	-0.01404
0.00539	-0.00920
0.00544	-0.00872
0.00544	-0.00775
0.00550	-0.01307
0.00550	-0.00824
0.00550	-0.00856
0.00556	-0.00920
0.00556	-0.00727
0.00561	-0.00647
0.00561	-0.01114
0.00561	-0.01098
0.00567	-0.01081
0.00567	-0.01420
0.00572	-0.01033
0.00572	-0.01178
0.00572	-0.00985
0.00578	-0.00647
0.00578	-0.01146
0.00578	-0.00824
0.00583	-0.01065
0.00583	-0.01420
0.00589	-0.01275
0.00589	-0.01017
0.00589	-0.01323
0.00594	-0.01098
0.00594	-0.00872
0.00594	-0.01226
0.00600	-0.00743
0.00600	-0.00614
0.00600	-0.01114
0.00606	-0.01114
0.00606	-0.01226
0.00611	-0.01210
0.00611	-0.01178
0.00611	-0.01098
0.00617	-0.01162
0.00617	-0.01291
0.00622	-0.01371
0.00622	-0.01307
0.00628	-0.00824
0.00628	-0.00856
0.00628	-0.01275
0.00633	-0.01130
0.00633	-0.01146
0.00633	-0.01017
0.00639	-0.01098
0.00639	-0.01130
0.00644	-0.01017
0.00644	-0.00727
0.00644	-0.00888
0.00650	-0.00953
0.00650	-0.00614
0.00656	-0.00969
0.00656	-0.01081
0.00656	-0.01516
0.00661	-0.01162
0.00661	-0.01420
0.00667	-0.00582
0.00667	-0.00566
0.00667	-0.00824
0.00672	-0.01001
0.00672	-0.01033
0.00672	-0.01017
0.00678	-0.00759
0.00678	-0.01114
0.00678	-0.00888
0.00683	-0.01065
0.00683	-0.01210
0.00683	-0.00614
0.00689	-0.00985
0.00689	-0.00711
0.00694	-0.01081
0.00694	-0.01098
0.00694	-0.01210
0.00700	-0.01065
0.00700	-0.01275
0.00706	-0.01146
0.00706	-0.01210
0.00711	-0.00920
0.00711	-0.00775
0.00711	-0.01243
0.00717	-0.00920
0.00717	-0.01130
0.00722	-0.01226
0.00722	-0.00985
0.00722	-0.01275
0.00728	-0.01033
0.00728	-0.00920
0.00728	-0.00711
0.00733	-0.00856
0.00733	-0.00856
0.00739	-0.01033
0.00739	-0.00985
0.00739	-0.01017
0.00744	-0.01291
0.00744	-0.01387
0.00744	-0.00937
0.00750	-0.00518
0.00750	-0.01114
0.00756	-0.01049
0.00756	-0.00759
0.00756	-0.00985
0.00761	-0.01130
0.00761	-0.00904
0.00761	-0.00808
0.00767	-0.01114
0.00767	-0.00743
0.00767	-0.01049
0.00772	-0.00856
0.00772	-0.00582
0.00778	-0.00904
0.00778	-0.01146
0.00783	-0.01259
0.00783	-0.01532
0.00783	-0.01339
0.00789	-0.00953
0.00789	-0.01323
0.00794	-0.00775
0.00794	-0.00872
0.00794	-0.01065
0.00800	-0.00792
0.00800	-0.01194
0.00800	-0.01178
0.00806	-0.00969
0.00806	-0.00695
0.00811	-0.01130
0.00811	-0.01259
0.00811	-0.00985
0.00817	-0.01065
0.00817	-0.00647
0.00822	-0.00840
0.00822	-0.00840
0.00822	-0.00840
0.00828	-0.00872
0.00828	-0.00711
0.00828	-0.01001
0.00833	-0.01001
0.00833	-0.00985
0.00833	-0.01194
0.00839	-0.00937
0.00839	-0.01130
0.00839	-0.01017
0.00844	-0.01114
0.00844	-0.00808
0.00844	-0.00969
0.00850	-0.01178
0.00850	-0.01098
0.00856	-0.01146
0.00856	-0.00985
0.00856	-0.01210
0.00861	-0.00711
0.00861	-0.00598
0.00867	-0.00759
0.00867	-0.00937
0.00867	-0.00937
0.00872	-0.01098
0.00872	-0.01226
0.00878	-0.00969
0.00878	-0.01259
0.00878	-0.01114
0.00883	-0.01146
0.00883	-0.00824
0.00889	-0.01275
0.00889	-0.00711
0.00889	-0.01307
0.00894	-0.00727
0.00894	-0.01162
0.00900	-0.01081
0.00900	-0.01226
0.00900	-0.01065
0.00906	-0.01017
0.00906	-0.01339
0.00906	-0.01146
0.00911	-0.00631
0.00911	-0.01210
0.00911	-0.01194
0.00917	-0.01259
0.00917	-0.01178
0.00917	-0.01194
0.00922	-0.00888
0.00922	-0.00920
0.00922	-0.01049
0.00928	-0.00872
0.00928	-0.00856
0.00933	-0.01146
0.00933	-0.01130
0.00933	-0.00985
0.00939	-0.00759
0.00939	-0.01420
0.00944	-0.01081
0.00944	-0.01017
0.00944	-0.00969
0.00950	-0.01307
0.00950	-0.01065
0.00956	-0.00904
0.00956	-0.01001
0.00956	-0.00953
0.00961	-0.01049
0.00961	-0.01001
0.00967	-0.01613
0.00967	-0.01162
0.00967	-0.01275
0.00972	-0.01017
0.00972	-0.00920
0.00978	-0.00743
0.00978	-0.01049
0.00978	-0.00856
0.00983	-0.00969
0.00983	-0.01275
0.00983	-0.00888
0.00989	-0.01001
0.00989	-0.01178
0.00994	-0.00904
0.00994	-0.00759
0.00994	-0.01130
0.01000	-0.01130
0.01000	-0.01355
0.01000	-0.01355
0.01006	-0.01098
0.01006	-0.01049
0.01006	-0.00920
0.01011	-0.01146
0.01011	-0.01226
0.01011	-0.01017
0.01017	-0.01001
0.01017	-0.00888
0.01022	-0.01404
0.01022	-0.00920
0.01022	-0.01178
0.01028	-0.01226
0.01028	-0.01130
0.01033	-0.00856
0.01033	-0.00824
0.01033	-0.01146
0.01039	-0.01484
0.01039	-0.01098
0.01044	-0.01275
0.01044	-0.00727
0.01044	-0.00953
0.01050	-0.00792
0.01050	-0.00985
0.01050	-0.00872
0.01056	-0.01065
0.01056	-0.00872
0.01061	-0.00614
0.01061	-0.00888
0.01061	-0.00888
0.01067	-0.00582
0.01067	-0.00582
0.01067	-0.00792
0.01072	-0.00663
0.01072	-0.01017
0.01078	-0.00824
0.01078	-0.01243
0.01078	-0.00969
0.01083	-0.00856
0.01083	-0.00937
0.01083	-0.01098
0.01089	-0.00840
0.01089	-0.01098
0.01089	-0.00824
0.01094	-0.01017
0.01094	-0.00904
0.01094	-0.00727
0.01100	-0.01049
0.01100	-0.00792
0.01106	-0.00969
0.01106	-0.00824
0.01106	-0.00808
0.01111	-0.00888
0.01111	-0.01178
0.01117	-0.01275
0.01117	-0.01404
0.01117	-0.01275
0.01122	-0.01629
0.01122	-0.01210
0.01128	-0.01033
0.01128	-0.01017
0.01128	-0.00856
0.01133	-0.01130
0.01133	-0.00937
0.01139	-0.01162
0.01139	-0.00856
0.01139	-0.01226
0.01144	-0.00727
0.01144	-0.00888
0.01150	-0.00792
0.01150	-0.01033
0.01150	-0.01130
0.01156	-0.01178
0.01156	-0.01275
0.01156	-0.00969
0.01161	-0.00840
0.01161	-0.01355
0.01161	-0.01065
0.01167	-0.01162
0.01167	-0.00743
0.01172	-0.01017
0.01172	-0.00695
0.01172	-0.00888
0.01178	-0.00969
0.01178	-0.01178
0.01178	-0.01194
0.01183	-0.00904
0.01183	-0.00663
0.01183	-0.00937
0.01189	-0.00598
0.01189	-0.01001
0.01194	-0.00840
0.01194	-0.00808
0.01194	-0.00711
0.01200	-0.00518
0.01200	-0.00598
0.01206	-0.00808
0.01206	-0.00985
0.01206	-0.00985
0.01211	-0.00969
0.01211	-0.00824
0.01217	-0.01001
0.01217	-0.00792
0.01217	-0.00856
0.01222	-0.00792
0.01222	-0.00856
0.01222	-0.00792
0.01228	-0.00969
0.01228	-0.00985
0.01233	-0.01098
0.01233	-0.01049
0.01233	-0.01130
0.01239	-0.01114
0.01239	-0.01323
0.01239	-0.00969
0.01244	-0.00808
0.01244	-0.00888
0.01250	-0.00695
0.01250	-0.00872
0.01250	-0.01339
0.01256	-0.01017
0.01256	-0.01178
0.01256	-0.01146
0.01261	-0.00824
0.01261	-0.01162
0.01267	-0.00711
0.01267	-0.00775
0.01267	-0.00808
0.01272	-0.00969
0.01272	-0.01243
0.01278	-0.01049
0.01278	-0.01017
0.01278	-0.00937
0.01283	-0.00985
0.01283	-0.01001
0.01289	-0.00872
0.01289	-0.00679
0.01289	-0.00792
0.01294	-0.01210
0.01294	-0.01226
0.01300	-0.01130
0.01300	-0.01081
0.01300	-0.00953
0.01306	-0.01033
0.01306	-0.01194
0.01311	-0.01146
0.01311	-0.01210
0.01311	-0.00486
0.01317	-0.01001
0.01317	-0.00824
0.01317	-0.01194
0.01322	-0.01017
0.01322	-0.01162
0.01328	-0.01081
0.01328	-0.00792
0.01328	-0.01017
0.01333	-0.01081
0.01333	-0.01323
0.01333	-0.01162
0.01339	-0.00969
0.01339	-0.00808
0.01339	-0.00937
0.01344	-0.01017
0.01344	-0.01339
0.01344	-0.01194
0.01350	-0.01210
0.01350	-0.01114
0.01356	-0.01065
0.01356	-0.00920
0.01361	-0.01114
0.01361	-0.01033
0.01361	-0.01194
0.01367	-0.01017
0.01367	-0.01452
0.01372	-0.01049
0.01372	-0.01049
0.01372	-0.01033
0.01378	-0.00969
0.01378	-0.01001
0.01383	-0.00792
0.01383	-0.01243
0.01383	-0.01226
0.01389	-0.00775
0.01389	-0.01114
0.01394	-0.01210
0.01394	-0.00920
0.01394	-0.01081
0.01400	-0.00985
0.01400	-0.01226
0.01406	-0.01049
0.01406	-0.00969
0.01406	-0.01452
0.01411	-0.01098
0.01411	-0.00985
0.01411	-0.00824
0.01417	-0.01081
0.01417	-0.00792
0.01417	-0.00824
0.01422	-0.01516
0.01422	-0.01001
0.01422	-0.00937
0.01428	-0.01194
0.01428	-0.01194
0.01428	-0.00663
0.01433	-0.01210
0.01433	-0.01210
0.01439	-0.01098
0.01439	-0.01339
0.01444	-0.01436
0.01444	-0.01162
0.01444	-0.00937
0.01450	-0.00759
0.01450	-0.00792
0.01456	-0.00759
0.01456	-0.00856
0.01456	-0.00792
0.01461	-0.01146
0.01461	-0.01194
0.01467	-0.01081
0.01467	-0.00566
0.01467	-0.01049
0.01472	-0.01243
0.01472	-0.00775
0.01478	-0.01484
0.01478	-0.01178
0.01478	-0.00888
0.01483	-0.00920
0.01483	-0.00888
0.01489	-0.00904
0.01489	-0.00840
0.01489	-0.00888
0.01494	-0.00840
0.01494	-0.00985
0.01494	-0.01049
0.01500	-0.00824
0.01500	-0.00743
0.01506	-0.00357
0.01506	-0.00518
0.01506	-0.00695
0.01511	-0.00614
0.01511	-0.00437
0.01511	-0.00582
0.01517	-0.00743
0.01517	-0.00888
0.01517	-0.00502
0.01522	-0.00437
0.01522	-0.00711
0.01528	-0.00792
0.01528	-0.00985
0.01528	-0.00663
0.01533	-0.00759
0.01533	-0.00920
0.01539	-0.00840
0.01539	-0.00614
0.01544	-0.01017
0.01544	-0.01098
0.01544	-0.00647
0.01550	-0.00840
0.01550	-0.01065
0.01556	-0.01500
0.01556	-0.01146
0.01556	-0.00969
0.01561	-0.01098
0.01561	-0.00808
0.01567	-0.00453
0.01567	-0.00969
0.01567	-0.01098
0.01572	-0.01033
0.01572	-0.00888
0.01572	-0.01355
0.01578	-0.01307
0.01578	-0.01146
0.01583	-0.01065
0.01583	-0.01130
0.01583	-0.01065
0.01589	-0.01049
0.01589	-0.01098
0.01589	-0.01114
0.01594	-0.01081
0.01594	-0.00888
0.01594	-0.01243
0.01600	-0.00308
0.01600	-0.01098
0.01600	-0.00904
0.01606	-0.00727
0.01606	-0.00743
0.01611	-0.00824
0.01611	-0.00856
0.01611	-0.00614
0.01617	-0.01049
0.01617	-0.00711
0.01622	-0.01065
0.01622	-0.00743
0.01622	-0.00872
0.01628	-0.00405
0.01628	-0.00647
0.01628	-0.00502
0.01633	-0.00711
0.01633	-0.00631
0.01639	-0.00792
0.01639	-0.00598
0.01639	-0.00937
0.01644	-0.00711
0.01644	-0.00840
0.01650	-0.00212
0.01650	-0.00276
0.01650	-0.00292
0.01656	-0.00212
0.01656	-0.00276
0.01656	-0.00856
0.01661	-0.00743
0.01661	-0.00679
0.01667	-0.00325
0.01667	-0.00502
0.01667	-0.00292
0.01672	-0.00550
0.01672	-0.00212
0.01672	-0.00647
0.01678	-0.00518
0.01678	-0.00566
0.01678	-0.01049
0.01683	-0.00582
0.01683	-0.00470
0.01683	-0.00502
0.01689	-0.00470
0.01689	-0.00470
0.01694	-0.00518
0.01694	-0.00647
0.01694	-0.00856
0.01700	-0.00872
0.01700	-0.01194
0.01706	-0.00775
0.01706	-0.00727
0.01706	-0.01065
0.01711	-0.00808
0.01711	-0.00711
0.01717	-0.00872
0.01717	-0.00775
0.01717	-0.00920
0.01722	-0.01017
0.01722	-0.00920
0.01728	-0.01243
0.01728	-0.00679
0.01728	-0.01162
0.01733	-0.00824
0.01733	-0.00631
0.01733	-0.00582
0.01739	-0.01001
0.01739	-0.01178
0.01744	-0.01178
0.01744	-0.01243
0.01744	-0.00969
0.01750	-0.00792
0.01750	-0.00679
0.01750	-0.00759
0.01756	-0.00534
0.01756	-0.00711
0.01756	-0.00743
0.01761	-0.00904
0.01761	-0.01210
0.01761	-0.01307
0.01767	-0.00888
0.01767	-0.00534
0.01767	-0.00904
0.01772	-0.01081
0.01772	-0.01130
0.01778	-0.00985
0.01778	-0.00872
0.01783	-0.01033
0.01783	-0.01178
0.01783	-0.01017
0.01789	-0.00743
0.01789	-0.00985
0.01794	-0.00920
0.01794	-0.00888
0.01794	-0.01017
0.01800	-0.00775
0.01800	-0.00582
0.01806	-0.00647
0.01806	-0.01001
0.01806	-0.01259
0.01811	-0.00759
0.01811	-0.00888
0.01811	-0.00679
0.01817	-0.01146
0.01817	-0.00598
0.01822	-0.00614
0.01822	-0.01162
0.01822	-0.00695
0.01828	-0.01081
0.01828	-0.00920
0.01828	-0.00743
0.01833	-0.00775
0.01833	-0.00792
0.01833	-0.01033
0.01839	-0.00904
0.01839	-0.00920
0.01839	-0.00969
0.01844	-0.01162
0.01844	-0.00775
0.01844	-0.00631
0.01850	-0.00743
0.01850	-0.01146
0.01850	-0.00920
0.01856	-0.00486
0.01856	-0.00727
0.01861	-0.00550
0.01861	-0.00598
0.01861	-0.01017
0.01867	-0.00904
0.01867	-0.00824
0.01872	-0.00985
0.01872	-0.01162
0.01872	-0.00824
0.01878	-0.00631
0.01878	-0.00566
0.01883	-0.00953
0.01883	-0.00695
0.01883	-0.01130
0.01889	-0.00695
0.01889	-0.00872
0.01894	-0.00872
0.01894	-0.00840
0.01894	-0.00695
0.01900	-0.01049
0.01900	-0.00727
0.01900	-0.01001
0.01906	-0.00502
0.01906	-0.01098
0.01911	-0.00775
0.01911	-0.00711
0.01911	-0.00631
0.01917	-0.00856
0.01917	-0.00711
0.01917	-0.00292
0.01922	-0.00389
0.01922	-0.00663
0.01922	-0.00679
0.01928	-0.00453
0.01928	-0.00598
0.01928	-0.00695
0.01928	-0.00421
0.01933	-0.00614
0.01933	-0.00824
0.01939	-0.00244
0.01939	-0.00614
0.01944	-0.00792
0.01944	-0.00614
0.01944	-0.00647
0.01950	-0.00357
0.01950	-0.00518
0.01956	-0.00598
0.01956	-0.00308
0.01956	-0.00292
0.01961	-0.00421
0.01961	-0.00598
0.01967	-0.00308
0.01967	-0.00518
0.01967	-0.00421
0.01972	-0.00164
0.01972	-0.00486
0.01972	-0.00405
0.01978	-0.00373
0.01978	-0.00534
0.01983	-0.00470
0.01983	-0.00727
0.01983	-0.00598
0.01989	-0.00566
0.01989	-0.00631
0.01989	-0.00985
0.01994	-0.01017
0.01994	-0.00679
0.02000	-0.01275
0.02000	-0.00727
0.02000	-0.00453
0.02006	-0.00389
0.02006	-0.00550
0.02006	-0.00534
0.02006	-0.00888
0.02011	-0.00759
0.02011	-0.00679
0.02017	-0.00647
0.02017	-0.01098
0.02017	-0.00920
0.02022	-0.01098
0.02022	-0.00775
0.02028	-0.01098
0.02028	-0.00856
0.02028	-0.00953
0.02033	-0.00775
0.02033	-0.00534
0.02039	-0.00550
0.02039	-0.00808
0.02039	-0.00743
0.02044	-0.00486
0.02044	-0.00727
0.02050	-0.00325
0.02050	-0.00566
0.02050	-0.00180
0.02056	-0.00292
0.02056	-0.00115
0.02061	-0.00389
0.02061	-0.00598
0.02061	-0.00566
0.02067	-0.00421
0.02067	-0.00341
0.02067	-0.00486
0.02072	-0.00389
0.02072	-0.00421
0.02072	-0.00373
0.02078	-0.00244
0.02078	-0.00244
0.02083	-0.00695
0.02083	-0.00872
0.02083	-0.00888
0.02089	-0.00550
0.02089	-0.00969
0.02089	-0.00679
0.02094	-0.00824
0.02094	-0.00647
0.02094	-0.00389
0.02100	-0.00357
0.02100	-0.00663
0.02100	-0.00147
0.02106	-0.00937
0.02106	-0.00550
0.02111	-0.00775
0.02111	-0.01049
0.02111	-0.01098
0.02117	-0.00937
0.02117	-0.00872
0.02122	-0.00405
0.02122	-0.00824
0.02122	-0.00808
0.02128	-0.00937
0.02128	-0.00711
0.02133	-0.00969
0.02133	-0.00985
0.02133	-0.00775
0.02139	-0.00808
0.02139	-0.00759
0.02144	-0.00904
0.02144	-0.00759
0.02144	-0.00792
0.02150	-0.00727
0.02150	-0.00808
0.02150	-0.00502
0.02156	-0.00808
0.02156	-0.01114
0.02161	-0.00775
0.02161	-0.00727
0.02161	-0.00792
0.02167	-0.01146
0.02167	-0.01194
0.02167	-0.01001
0.02172	-0.00743
0.02172	-0.00840
0.02172	-0.00695
0.02178	-0.00953
0.02178	-0.00872
0.02178	-0.00711
0.02183	-0.00969
0.02183	-0.00486
0.02183	-0.00840
0.02189	-0.01146
0.02189	-0.00775
0.02194	-0.00969
0.02194	-0.01307
0.02194	-0.00743
0.02200	-0.01033
0.02200	-0.00872
0.02206	-0.01259
0.02206	-0.01162
0.02206	-0.00083
0.02211	-0.00695
0.02211	-0.00614
0.02211	-0.00695
0.02217	-0.01017
0.02217	-0.01355
0.02222	-0.00888
0.02222	-0.01065
0.02222	-0.00792
0.02228	-0.00953
0.02228	-0.00711
0.02233	-0.00759
0.02233	-0.00759
0.02233	-0.00792
0.02239	-0.01065
0.02239	-0.01291
0.02239	-0.00872
0.02244	-0.01146
0.02244	-0.00985
0.02250	-0.01243
0.02250	-0.00937
0.02250	-0.00824
0.02256	-0.00904
0.02256	-0.01371
0.02256	-0.00872
0.02261	-0.01114
0.02261	-0.01065
0.02261	-0.00824
0.02267	-0.00775
0.02267	-0.00534
0.02272	-0.00856
0.02272	-0.01194
0.02272	-0.01194
0.02278	-0.01114
0.02278	-0.00792
0.02283	-0.01065
0.02283	-0.00775
0.02283	-0.01275
0.02289	-0.01033
0.02289	-0.00872
0.02294	-0.00808
0.02294	-0.00695
0.02294	-0.01049
0.02300	-0.01226
0.02300	-0.00759
0.02306	-0.01001
0.02306	-0.01001
0.02306	-0.01081
0.02311	-0.00631
0.02311	-0.00582
0.02317	-0.00727
0.02317	-0.01001
0.02317	-0.00856
0.02322	-0.00566
0.02322	-0.00695
0.02322	-0.00888
0.02328	-0.00647
0.02328	-0.00453
0.02333	-0.00389
0.02333	-0.00695
